address,name_legit,size_legit,nodes_legit,edges_legit,inst_count_legit,mnemonic_sha1_legit,disasm_sha1_legit,mnemonic_preview_legit,name_patched,size_patched,nodes_patched,edges_patched,inst_count_patched,mnemonic_sha1_patched,disasm_sha1_patched,mnemonic_preview_patched,_merge,classification
4201680,sub_401CD0,89.0,1.0,0.0,140.0,ce6d524779f0ba36bbf362db48d5025704e8d993,bad15f67590a6754d34abecb5bc2e6b29cac1882,mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov sub ldx mov mov mov mov mov add stx mov mov mov mov xds xds mov mov setnz setnz und und und mov mov mov setz setp sets mov mov sub ldx mov mov mov add mov add stx mov,,,,,,,,,left_only,removed_from_patched
4201776,sub_401D30,21.0,1.0,0.0,35.0,2978b2f1c2484ea7fb4042c623e29c35c0f32ce0,6cb160a65e3c972a9bb315815a8478fd4a757371,mov mov mov mov sub stx mov mov sub ldx mov mov mov add ldx mov mov mov mov stx nop pop mov add icall push mov push mov mov mov mov mov pop retn,,,,,,,,,left_only,removed_from_patched
4201808,sub_401D50,21.0,1.0,0.0,43.0,fadddd6f1c63af111462b46788632c8d0d8a0d38,72d21d4b71f41519c5d9804fe35286addcd24bee,mov mov mov add ldx mov nop push mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall push mov mov push mov push call add pop retn,,,,,,,,,left_only,removed_from_patched
4201840,sub_401D70,77.0,4.0,8.0,155.0,c3f982e1f4ae9b09a3636b869999fbf440f85850,8b6687d598ca62f65212a88ef0ddaa934c8382ce,jcnd goto mov mov mov mov und und mov mov add ldx mov nop push mov nop push mov mov add ldx mov nop push mov nop push mov nop push mov nop nop mov mov call mov mov ldx mov mov or mov mov setz setp sets mov mov add ldx mov mov or mov mov setz setp sets nop push nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov,,,,,,,,,left_only,removed_from_patched
4201920,sub_401DC0,78.0,4.0,8.0,157.0,ae22b6eac85f2cde4a856c40314dcf400d5ca5ea,7306188533984fc2e1d230f444fff511bd22b0a5,jcnd goto mov mov mov mov und und mov mov add ldx mov nop push mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov nop nop mov mov call mov mov ldx mov mov or mov mov setz setp sets mov mov add ldx mov nop push nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov,,,,,,,,,left_only,removed_from_patched
4202000,sub_401E10,17.0,1.0,0.0,34.0,23056410824a498837fd74aed57fc0ead2461887,99039c01a23a1a82bf33e6304be03f41c9df8b94,mov mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov nop pop mov icall push mov mov push call add pop retn,,,,,,,,,left_only,removed_from_patched
4202032,"public: static void ATL::ChTraitsCRT<wchar_t>::ConvertToBaseType(wchar_t near *,int,wchar_t const near *,int)",53.0,3.0,6.0,118.0,d495aa278dded67fa6946ac23ccf992a7da9c792,e8aec50176b09bfd36b8e4a500e6eb910315b968,jcnd mov mov mov add ldx mov setb seto sub setz setp sets mov mov lnot mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov cfadd ofadd add setz setp sets mov mov mov mov add stx mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov mov add ldx mov nop push mov nop,,,,,,,,,left_only,removed_from_patched
4202096,unsigned int wxStrlen(char const near *),41.0,4.0,8.0,78.0,279dfd9dcb54b2df7b3fba19f9bfbce553548151,824f705eee42f60b56b7448123bf6d4d4fce453f,jcnd goto mov nop push mov mov add ldx mov setb seto sub setz setp sets mov mov mov mov add ldx mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov mov sub stx mov mov mov mov mov mov sub stx mov mov sub ldx mov mov nop pop mov icall push mov push cmp jz mov push call add mov jmp mov mov mov pop retn,,,,,,,,,left_only,removed_from_patched
4202144,sub_401EA0,60.0,1.0,0.0,107.0,4bd6640688cbe8a043dbe4c663b5359305e56dd5,28a41921d294f750512abd8160430119455857d9,mov mov mov mov sub stx mov mov sub ldx mov mov mov mov mov stx mov mov sub ldx mov mov mov add ldx mov mov mov mov add stx mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx mov nop push mov mov sub ldx mov mov cfadd ofadd add setz setp sets mov mov nop nop mov mov call mov mov sub ldx,,,,,,,,,left_only,removed_from_patched
4202208,sub_401EE0,182.0,7.0,20.0,265.0,f33359620a97e2642b57c5fc8f78da7dcf54ff2d,3f9d3368919eb072386c8241489580c513f4f978,jcnd jcnd jcnd jcnd mov mov mov ldx mov mov mov ldx mov mov mov ldx mov mov mov add ldx mov setb seto sub setz setp sets mov mov xor or mov nop push mov nop nop mov mov call mov cfadd ofadd add setz setp sets mov mov mov ldx mov setb seto sub setz setp sets mov mov lnot mov nop nop mov mov ldx icall nop push mov mov mov nop nop mov mov call mov,,,,,,,,,left_only,removed_from_patched
